x	y	cluster	P31_obj_set_id_label	P31_obj_set	colors	label_gold1
118.495445	1.7559626	237	(Q67206691) infrared source, (Q72803622) emission-line star	Q67206691, Q72803622	#ebff0c	space
131.19765	10.920768	14	(Q497654) young stellar object, (Q67201574) sub-millimetric source	Q497654, Q67201574	#0000a8	space
114.89027	51.789658	115	(Q2154519) astrophysical X-ray source, (Q523) star	Q2154519, Q523	#00b8ff	space
83.80878	33.70239	202	(Q115518) low-surface-brightness galaxy	Q115518	#9dff5a	space
102.31983	61.911186	67	(Q523) star, (Q71798788) UV-emission source	Q523, Q71798788	#0034ff	space
131.5746	12.23578	14	(Q497654) young stellar object, (Q72802977) young stellar object candidate	Q497654, Q72802977	#0000a8	space
154.27489	-2.1016247	60	(Q72803622) emission-line star	Q72803622	#0024ff	space
112.15171	-2.1517274	70	(Q523) star, (Q67206701) far-IR source	Q523, Q67206701	#003cff	space
65.08924	30.072882	53	(Q72802727) possible red giant branch star	Q72802727	#0010ff	space
120.16378	32.199207	365	(Q217012) radio galaxy	Q217012	#9b0000	space
90.13485	51.005493	270	(Q1931185) astronomical radio source, (Q523) star	Q1931185, Q523	#ffb200	space
93.04203	98.56992	33	(Q24452) Algol variable	Q24452	#0000e3	space
90.5144	75.65248	304	(Q5871) white dwarf	Q5871	#ff5900	space
113.651405	-22.1052	244	(Q2168098) rotating variable star	Q2168098	#fbf100	space
124.32419	26.5858	63	(Q1931185) astronomical radio source, (Q72802508) emission-line galaxy	Q1931185, Q72802508	#002cff	space
70.44903	50.80155	13	(Q71965429) Seyfert 1 galaxy	Q71965429	#0000a4	space
64.608116	29.590494	53	(Q66619666) Red Giant Branch star	Q66619666	#0010ff	space
110.14454	-12.523998	153	(Q1362543) eruptive variable star	Q1362543	#30ffc7	space
104.89937	-24.281713	55	(Q836976) Delta Scuti variable	Q836976	#0014ff	space
79.97201	52.89441	144	(Q71965429) Seyfert 1 galaxy, (Q83373) quasar	Q71965429, Q83373	#1cffdb	space
122.67109	39.3773	173	(Q1151284) D galaxy	Q1151284	#5dff9a	space
79.94411	16.288612	116	(Q72802508) emission-line galaxy	Q72802508	#00bcff	space
81.54581	111.65098	118	(Q1457376) eclipsing binary star, (Q72534536) eclipsing binary candidate	Q1457376, Q72534536	#00c0ff	space
121.73285	37.721523	173	(Q1151284) D galaxy, (Q1931185) astronomical radio source	Q1151284, Q1931185	#5dff9a	space
102.559105	102.10043	274	(Q1993624) spectroscopic binary star	Q1993624	#ffa700	space
81.32648	16.86142	116	(Q318) galaxy, (Q71798788) UV-emission source	Q318, Q71798788	#00bcff	space
114.528824	-16.964628	153	(Q726242) RR Lyrae variable	Q726242	#30ffc7	space
60.48058	45.997993	344	(Q54231557) hot subdwarf star	Q54231557	#da0000	space
115.08176	-23.899183	244	(Q691269) W Ursae Majoris variable	Q691269	#fbf100	space
113.89194	-21.572897	244	(Q353834) pulsating variable star	Q353834	#fbf100	space
-90.8653	-41.82814	75	(Q130019) carbon star, (Q523) star	Q130019, Q523	#004cff	space
131.77512	12.8785095	14	(Q72802977) young stellar object candidate	Q72802977	#0000a8	space
109.3114	-6.6193995	70	(Q523) star, (Q6243) variable star	Q523, Q6243	#003cff	space
95.43798	12.137266	27	(Q2154519) astrophysical X-ray source	Q2154519	#0000d1	space
95.02363	10.581162	27	(Q2154519) astrophysical X-ray source, (Q67206691) infrared source	Q2154519, Q67206691	#0000d1	space
128.82993	9.113888	14	(Q497654) young stellar object	Q497654	#0000a8	space
100.95229	67.20959	349	(Q523) star, (Q72802977) young stellar object candidate	Q523, Q72802977	#cd0000	space
132.09314	13.843578	14	(Q67206691) infrared source, (Q72802977) young stellar object candidate	Q67206691, Q72802977	#0000a8	space
83.105064	111.35728	118	(Q1457376) eclipsing binary star, (Q67206691) infrared source	Q1457376, Q67206691	#00c0ff	space
82.10456	53.362278	144	(Q46587) active galactic nucleus	Q46587	#1cffdb	space
86.9956	49.99673	270	(Q83373) quasar	Q83373	#ffb200	space
128.3395	8.798616	14	(Q497654) young stellar object, (Q67206691) infrared source	Q497654, Q67206691	#0000a8	space
88.182365	49.70893	270	(Q1931185) astronomical radio source, (Q83373) quasar	Q1931185, Q83373	#ffb200	space
107.70463	-1.1760352	338	(Q523) star, (Q67206785) near-IR source	Q523, Q67206785	#ed0400	space
-22.393755	-2.6467733	18	(Q72803426) horizontal branch star	Q72803426	#0000b6	space
125.90403	-11.817814	138	(Q1153690) long period variable, (Q67206691) infrared source	Q1153690, Q67206691	#0ff8e7	space
83.404945	53.782745	144	(Q46587) active galactic nucleus, (Q83373) quasar	Q46587, Q83373	#1cffdb	space
110.36322	-4.875615	70	(Q1153690) long period variable, (Q523) star	Q1153690, Q523	#003cff	space
61.21972	44.973335	344	(Q2247863) high proper-motion star, (Q72803170) low-mass star	Q2247863, Q72803170	#da0000	space
118.66042	25.092644	63	(Q1931185) astronomical radio source, (Q2154519) astrophysical X-ray source	Q1931185, Q2154519	#002cff	space
103.80468	-23.095562	55	(Q188593) cepheid variable	Q188593	#0014ff	space
121.24235	40.08115	173	(Q1151284) D galaxy, (Q523) star	Q1151284, Q523	#5dff9a	space
61.471584	44.788998	344	(Q72803170) low-mass star	Q72803170	#da0000	space
118.13414	25.549698	63	(Q1931185) astronomical radio source, (Q67206691) infrared source	Q1931185, Q67206691	#002cff	space
109.11671	-4.6445665	70	(Q2168098) rotating variable star, (Q523) star	Q2168098, Q523	#003cff	space
104.65448	-19.274923	55	(Q10451997) classical Cepheid variable, (Q67206691) infrared source	Q10451997, Q67206691	#0014ff	space
90.77056	76.08773	304	(Q2247863) high proper-motion star, (Q5871) white dwarf	Q2247863, Q5871	#ff5900	space
103.847176	-22.63662	55	(Q10451997) classical Cepheid variable	Q10451997	#0014ff	space
115.076965	-25.315481	244	(Q5848) blue straggler	Q5848	#fbf100	space
66.784836	31.503992	53	(Q523) star, (Q66619666) Red Giant Branch star	Q523, Q66619666	#0010ff	space
112.23325	50.035294	115	(Q497654) young stellar object, (Q523) star	Q497654, Q523	#00b8ff	space
-89.536865	-41.096195	75	(Q1153690) long period variable, (Q130019) carbon star	Q1153690, Q130019	#004cff	space
90.838844	54.784966	270	(Q523) star, (Q83373) quasar	Q523, Q83373	#ffb200	space
66.53771	31.294436	53	(Q523) star, (Q72802727) possible red giant branch star	Q523, Q72802727	#0010ff	space
106.96624	0.89856684	338	(Q67206785) near-IR source	Q67206785	#ed0400	space
112.44652	-22.324316	244	(Q1332364) rotating ellipsoidal variable	Q1332364	#fbf100	space
93.02916	98.563896	33	(Q24452) Algol variable, (Q67206691) infrared source	Q24452, Q67206691	#0000e3	space
103.004364	61.044888	67	(Q523) star, (Q71798532) blue object	Q523, Q71798532	#0034ff	space
103.671585	60.18729	67	(Q523) star, (Q72803426) horizontal branch star	Q523, Q72803426	#0034ff	space
85.198425	113.722984	118	(Q1457376) eclipsing binary star, (Q523) star	Q1457376, Q523	#00c0ff	space
114.504	49.958225	115	(Q523) star, (Q836976) Delta Scuti variable	Q523, Q836976	#00b8ff	space
84.495094	55.780823	144	(Q46587) active galactic nucleus, (Q523) star	Q46587, Q523	#1cffdb	space
90.90382	54.94042	270	(Q523) star, (Q71965429) Seyfert 1 galaxy, (Q83373) quasar	Q523, Q71965429, Q83373	#ffb200	space
100.2624	96.6561	274	(Q523) star, (Q71965638) Seyfert 2 galaxy	Q523, Q71965638	#ffa700	space
102.11494	62.136982	67	(Q523) star, (Q72802508) emission-line galaxy	Q523, Q72802508	#0034ff	space
89.81657	50.912918	270	(Q1931185) astronomical radio source, (Q523) star, (Q83373) quasar	Q1931185, Q523, Q83373	#ffb200	space
78.893425	15.791876	116	(Q71798788) UV-emission source	Q71798788	#00bcff	space
128.09094	54.944828	35	(Q204107) galaxy cluster, (Q72054258) possible cluster of galaxies	Q204107, Q72054258	#0000e8	space
107.24006	0.03264961	338	(Q318) galaxy, (Q67206785) near-IR source	Q318, Q67206785	#ed0400	space
119.20087	27.211386	63	(Q1931185) astronomical radio source	Q1931185	#002cff	space
113.51818	-16.656973	153	(Q67206691) infrared source, (Q726242) RR Lyrae variable	Q67206691, Q726242	#30ffc7	space
84.3343	55.15316	144	(Q46587) active galactic nucleus, (Q523) star, (Q83373) quasar	Q46587, Q523, Q83373	#1cffdb	space
81.07325	53.187546	144	(Q46587) active galactic nucleus, (Q71965429) Seyfert 1 galaxy	Q46587, Q71965429	#1cffdb	space
90.15775	75.03689	304	(Q523) star, (Q5871) white dwarf	Q523, Q5871	#ff5900	space
84.57054	56.630867	144	(Q46587) active galactic nucleus, (Q523) star, (Q71965429) Seyfert 1 galaxy	Q46587, Q523, Q71965429	#1cffdb	space
124.902504	-12.918083	138	(Q1153690) long period variable, (Q6243) variable star	Q1153690, Q6243	#0ff8e7	space
108.899025	-4.24932	70	(Q523) star, (Q744691) Mira variable	Q523, Q744691	#003cff	space
98.313	98.206314	274	(Q24452) Algol variable, (Q523) star	Q24452, Q523	#ffa700	space
83.27771	110.07637	118	(Q1457376) eclipsing binary star, (Q6243) variable star	Q1457376, Q6243	#00c0ff	space
85.27094	113.79555	118	(Q1457376) eclipsing binary star, (Q24452) Algol variable, (Q523) star	Q1457376, Q24452, Q523	#00c0ff	space
107.28109	-4.5333843	70	(Q523) star, (Q726242) RR Lyrae variable	Q523, Q726242	#003cff	space
86.74658	71.00142	123	(Q6458) nova	Q6458	#00d0ff	space
-89.87455	-41.27809	75	(Q1153690) long period variable, (Q130019) carbon star, (Q523) star	Q1153690, Q130019, Q523	#004cff	space
86.21362	69.8274	123	(Q3937) supernova	Q3937	#00d0ff	space
120.17283	32.199795	365	(Q1931185) astronomical radio source, (Q217012) radio galaxy	Q1931185, Q217012	#9b0000	space
123.008575	65.34871	164	(Q72803708) possible globular cluster	Q72803708	#49ffad	space
76.39186	14.048098	116	(Q244264) dwarf nova	Q244264	#00bcff	space
90.15992	7.0914803	264	(Q67201586) HI (21cm) source	Q67201586, 21cm	#ffc100	space
104.58863	-19.447542	55	(Q10451997) classical Cepheid variable, (Q188593) cepheid variable, (Q67206691) infrared source	Q10451997, Q188593, Q67206691	#0014ff	space
100.41158	23.209549	309	(Q18611609) unconfirmed exoplanet	Q18611609	#ff4e00	space
131.56517	9.858706	14	(Q50048) Herbig–Haro object	Q50048	#0000a8	space
106.25725	-4.978511	70	(Q10451997) classical Cepheid variable, (Q188593) cepheid variable, (Q523) star	Q10451997, Q188593, Q523	#003cff	space
86.88553	71.31299	123	(Q4360) pulsar	Q4360	#00d0ff	space
-21.887442	8.829754	119	(Q67201574) sub-millimetric source	Q67201574	#00c4ff	space
-20.870663	9.773937	119	(Q67201561) millimetric Radio-source	Q67201561	#00c4ff	space
94.34086	13.145003	27	(Q22247) gamma-ray burst	Q22247	#0000d1	space
88.786964	27.319286	325	(Q272447) molecular cloud	Q272447	#ff2500	space
125.07345	66.46978	164	(Q71963409) compact group of galaxies	Q71963409	#49ffad	space
127.26308	8.118674	14	(Q2680861) transient astronomical event	Q2680861	#0000a8	space
124.32617	26.579313	63	(Q1931185) astronomical radio source, (Q67201524) centimetric radio source	Q1931185, Q67201524	#002cff	space
114.64977	83.92194	7	(Q1491746) galaxy group, (Q28738741) interacting galaxies	Q1491746, Q28738741	#000092	space
124.48201	66.04609	164	(Q72533545) possible group of galaxies	Q72533545	#49ffad	space
117.59647	83.95834	7	(Q1491746) galaxy group, (Q72533545) possible group of galaxies	Q1491746, Q72533545	#000092	space
123.21534	65.23705	164	(Q11276) globular cluster, (Q72803708) possible globular cluster	Q11276, Q72803708	#49ffad	space
105.24755	33.153305	251	(Q1621824) high-velocity cloud, (Q67201586) HI (21cm) source	Q1621824, Q67201586, 21cm	#ffe200	space
76.45692	14.097026	116	(Q71962386) gamma-ray source	Q71962386	#00bcff	space
-20.334007	9.700978	119	(Q67201524) centimetric radio source	Q67201524	#00c4ff	space
114.12462	23.247606	352	(Q11282) H II region, (Q188593) cepheid variable	Q11282, Q188593	#c40000	space
-107.86845	93.84452	54	(Q476028) association football club	Q476028	#0010ff	sports
39.543865	-18.17813	139	(Q18608583) recurring sporting event	Q18608583	#13fce4	sports
-107.38773	87.55515	320	(Q6979593) national association football team	Q6979593	#ff3000	sports
-88.690956	114.595795	94	(Q483110) stadium	Q483110	#0080ff	sports
-108.03578	92.55591	54	(Q15991303) association football league	Q15991303	#0010ff	sports
-92.07802	121.79658	239	(Q27020041) sports season	Q27020041	#eeff09	sports
-67.3644	112.620735	167	(Q18536594) Olympic sporting event	Q18536594	#50ffa7	sports
-62.07973	131.4977	165	(Q13393265) basketball team	Q13393265	#49ffad	sports
-94.61502	121.60574	239	(Q847017) sports club	Q847017	#eeff09	sports
-107.709015	87.45037	320	(Q17315159) international association football match	Q17315159	#ff3000	sports
-108.04476	94.23711	54	(Q1154710) association football venue	Q1154710	#0010ff	sports
-96.40613	122.09301	239	(Q14645593) rugby union team	Q14645593	#eeff09	sports
-66.078354	112.266396	167	(Q26213387) Olympic delegation	Q26213387	#50ffa7	sports
-16.075518	98.78263	354	(Q4498974) ice hockey team	Q4498974	#bb0000	sports
-88.579926	112.72354	94	(Q13406554) sports competition	Q13406554	#0080ff	sports
-86.51864	105.94956	233	(Q1194951) national sports team	Q1194951	#e1ff16	sports
-68.57721	112.363525	167	(Q16510064) sporting event	Q16510064	#50ffa7	sports
-108.672874	95.36936	54	(Q1478437) soccer competition	Q1478437	#0010ff	sports
-88.35521	110.19396	94	(Q623109) sports league	Q623109	#0080ff	sports
-78.39756	119.02019	16	(Q500834) tournament	Q500834	#0000ad	sports
-56.790657	100.05945	222	(Q15720476) volleyball team	Q15720476	#c7ff30	sports
-90.220436	112.531105	94	(Q2485448) sports governing body	Q2485448	#0080ff	sports
-86.1727	107.64532	233	(Q2122052) qualification	Q2122052	#e1ff16	sports
-106.1034	87.98749	320	(Q65770283) association football final	Q65770283	#ff3000	sports
14.1563635	92.23819	62	(Q17317604) professional wrestling event	Q17317604	#0028ff	sports
-47.320583	-87.04049	44	(Q14752149) amateur football club	Q14752149	#0000ff	sports
158.3941	-1.99727	60	(Q1079023) championship	Q1079023	#0024ff	sports
-88.81825	113.23527	94	(Q1076486) sports venue	Q1076486	#0080ff	sports
-79.15017	109.68422	331	(Q12973014) sports team	Q12973014	#ff1600	sports
-87.73941	112.33484	94	(Q51031626) sport competition at a multi-sport event	Q51031626	#0080ff	sports
-86.881615	106.20358	233	(Q46135307) nation at sport competition	Q46135307	#e1ff16	sports
-92.994194	121.11185	239	(Q1539532) sports season of a sports club	Q1539532	#eeff09	sports
-56.78863	100.047966	222	(Q53532033) volleyball team season	Q53532033	#c7ff30	sports
-62.13903	131.1902	165	(Q26894053) basketball team season	Q26894053	#49ffad	sports
-15.858815	97.57636	354	(Q2990963) figure skating competition	Q2990963	#bb0000	sports
-24.646845	-88.192116	263	(Q23726798) elite national cycling team	Q23726798	#ffc100	sports
-87.9722	105.70923	233	(Q35823051) nation at the World Championships in Athletics	Q35823051	#e1ff16	sports
-122.32037	49.52967	103	(Q2338524) auto racing track	Q2338524	#0098ff	sports
-93.480804	98.85332	161	(Q17156793) American football team	Q17156793	#43ffb4	sports
-98.05316	109.75181	269	(Q13027888) baseball team	Q13027888	#ffb200	sports
-105.708664	92.773605	54	(Q16466010) association football match	Q16466010	#0010ff	sports
-79.117516	109.68335	331	(Q29791211) sport in a geographic region	Q29791211	#ff1600	sports
-55.165936	115.66706	79	(Q47443726) recurring tennis tournament	Q47443726	#0058ff	sports
-106.7917	92.70618	54	(Q26887310) association football team season	Q26887310	#0010ff	sports
-63.314793	114.34486	167	(Q57733494) badminton event	Q57733494	#50ffa7	sports
-65.44367	113.113106	167	(Q46195901) Paralympics delegation	Q46195901	#50ffa7	sports
-92.57681	119.698784	239	(Q50846468) sports tour	Q50846468	#eeff09	sports
-58.935715	115.240036	79	(Q15061650) golf tournament	Q15061650	#0058ff	sports
-53.429146	113.34393	79	(Q46190676) tennis event	Q46190676	#0058ff	sports
-70.063095	86.894394	204	(Q20646667) plain stage	Q20646667	#a0ff56	sports
-78.16984	119.42429	16	(Q18131152) round	Q18131152	#0000ad	sports
-77.78224	120.18353	16	(Q20646670) hilly stage	Q20646670	#0000ad	sports
-62.291622	130.39516	165	(Q18431960) basketball game	Q18431960	#49ffad	sports
-24.650795	-88.19128	263	(Q1756006) UCI Continental Team, (Q53534649) cycling team season	Q1756006, Q53534649	#ffc100	sports
-54.79076	115.59018	79	(Q47345468) tennis tournament edition	Q47345468	#0058ff	sports
-93.241646	99.05396	161	(Q26895936) American football team season	Q26895936	#43ffb4	sports
-43.36114	150.2233	52	(Q3001412) horse race	Q3001412	#000cff	sports
-54.313164	116.71945	79	(Q62391930) beauty pageant edition	Q62391930	#0058ff	sports
-65.3197	113.85402	167	(Q50393057) Paralympic sporting event	Q50393057	#50ffa7	sports
-59.9472	115.08129	79	(Q17299750) snooker tournament	Q17299750	#0058ff	sports
-53.896954	114.06627	79	(Q21170330) tennis qualification event	Q21170330	#0058ff	sports
-65.5478	115.014626	167	(Q21246076) rowing event	Q21246076	#50ffa7	sports
-92.22342	99.93217	161	(Q2922711) bowl game	Q2922711	#43ffb4	sports
-98.04928	109.75745	269	(Q26896697) baseball team season	Q26896697	#ffb200	sports
-24.194338	-4.141258	18	(Q58952621) nan	Q58952621	#0000b6	sports
-16.121933	98.948685	354	(Q27020779) ice hockey team season	Q27020779	#bb0000	sports
14.236009	-118.58032	289	(Q35127) website	Q35127	#ff8200	technology, programming
74.673065	90.95956	121	(Q341) free software	Q341	#00c8ff	technology, programming
-21.449915	57.53617	339	(Q7397) software	Q7397	#e80000	technology, programming
-16.834822	-6.228342	336	(Q29654788) Unicode character	Q29654788	#f60b00	technology, programming
58.92253	-19.810751	37	(Q1172284) data set	Q1172284	#0000f1	technology, programming
55.346928	-34.284115	188	(Q235557) file format	Q235557	#7dff7a	technology, programming
46.032703	51.18691	203	(Q121117) supercomputer	Q121117	#9dff5a	technology, programming
15.873739	-138.05194	198	(Q783866) JavaScript library	Q783866	#94ff63	technology, programming
41.56356	-107.9309	146	(Q212971) Request for Comments	Q212971	#1fffd7	technology, programming
108.18047	-15.8053055	153	(Q577) year	Q577	#30ffc7	time, event
40.728764	-19.998148	139	(Q14795564) point in time with respect to recurrent timeframe	Q14795564	#13fce4	time, event
-93.59545	-44.516724	75	(Q29964144) year BC	Q29964144	#004cff	time, event
10.523389	147.91022	168	(Q220505) film festival	Q220505	#50ffa7	time, event
-14.418886	-108.780396	316	(Q868557) music festival	Q868557	#ff3b00	time, event
40.307537	-19.889675	139	(Q15275719) recurring event	Q15275719	#13fce4	time, event
-45.700428	8.602979	125	(Q1445650) holiday	Q1445650	#00d4ff	time, event
38.869717	-16.660185	323	(Q132241) festival	Q132241	#ff2900	time, event
45.12506	-22.381378	318	(Q18340514) events in a specific year or time period	Q18340514	#ff3800	time, event
97.365364	12.575217	27	(Q1190554) occurrence	Q1190554	#0000d1	time, event
45.434013	-22.467276	318	(Q186117) timeline	Q186117	#ff3800	time, event
9.452155	148.51569	168	(Q27787439) film festival edition	Q27787439	#50ffa7	time, event
-29.221598	-141.8887	11	(Q30227593) one-year-period overlapping two calendar years	Q30227593	#00009f	time, event
46.64415	-22.859724	318	(Q1260524) time of the day	Q1260524	#ff3800	time, event
38.045383	-14.602236	323	(Q1656682) event	Q1656682	#ff2900	time, event
-24.4209	-8.290312	18	(Q50823455) Hebrew calendar year	Q50823455	#0000b6	time, event
-97.26571	7.145857	129	(Q1965390) Narrenzunft	Q1965390	#00e0fb	time, event
55.21472	156.18565	217	(Q15056995) aircraft model	Q15056995	#beff39	vehicles
-14.436379	128.30849	307	(Q559026) ship class	Q559026	#ff5200	vehicles
-122.26494	49.525524	103	(Q786820) automobile manufacturer	Q786820	#0098ff	vehicles
55.217762	156.22217	217	(Q15056993) aircraft family	Q15056993	#beff39	vehicles
-119.56775	50.3751	103	(Q3231690) automobile model	Q3231690	#0098ff	vehicles
-15.841888	130.31873	307	(Q174736) destroyer	Q174736	#ff5200	vehicles
-96.33325	5.8308477	129	(Q428661) U-boat	Q428661	#00e0fb	vehicles
53.434074	149.817	217	(Q744913) aviation accident	Q744913	#beff39	vehicles
-12.986175	129.5767	307	(Q11446) ship	Q11446	#ff5200	vehicles
-81.254074	-15.436776	334	(Q2811) submarine	Q2811	#fa0f00	vehicles
56.09793	150.98009	217	(Q11436) aircraft	Q11436	#beff39	vehicles
-127.532005	46.30147	253	(Q15057021) engine model	Q15057021	#ffdb00	vehicles
-21.19514	20.86753	276	(Q23866334) motorcycle model	Q23866334	#ffa300	vehicles
54.310524	151.38112	217	(Q695850) airbase	Q695850	#beff39	vehicles
-14.866129	130.35718	307	(Q41982239) navigation channel	Q41982239	#ff5200	vehicles
12.358829	91.553	62	(Q19832486) locomotive class	Q19832486	#0028ff	vehicles
54.63541	151.4766	217	(Q62447) aerodrome	Q62447	#beff39	vehicles
51.43896	128.77777	312	(Q23039057) bus model	Q23039057	#ff4700	vehicles
-118.175644	49.847958	103	(Q55725952) tractor model	Q55725952	#0098ff	vehicles
52.243874	144.52678	24	(Q502074) heliport	Q502074	#0000c8	vehicles
-119.29884	51.980606	103	(Q850270) concept car	Q850270	#0098ff	vehicles
-13.668511	129.64865	307	(Q12859788) steamship	Q12859788	#ff5200	vehicles
-119.359955	50.643456	103	(Q90834785) racing automobile model	Q90834785	#0098ff	vehicles
-14.293357	133.19246	307	(Q15276) bulk carrier	Q15276	#ff5200	vehicles
-14.637546	132.31584	307	(Q17210) container ship	Q17210	#ff5200	vehicles
-12.159984	112.58384	196	(Q105731) lock	Q105731	#90ff66	vehicles
54.836784	152.77739	217	(Q1875630) aircraft fleet	Q1875630	#beff39	vehicles
17.981108	-106.40026	347	(Q4167410) Wikimedia disambiguation page	Q4167410	#d10000	wiki
10.153736	-122.202324	362	(Q13406463) Wikimedia list article	Q13406463	#a40000	wiki
29.32355	-124.41787	311	(Q4167836) Wikimedia category	Q4167836	#ff4a00	wiki
29.498413	-124.043045	311	(Q23894233) Wikimedia templates category	Q23894233	#ff4a00	wiki
11.245616	-126.09969	159	(Q24046192) Wikimedia category of stubs	Q24046192	#3cffba	wiki
-9.747765	-89.81167	193	(Q30432511) metacategory in Wikimedia projects	Q30432511	#8aff6d	wiki
30.72499	-122.40581	311	(Q11266439) Wikimedia template	Q11266439	#ff4a00	wiki
6.1943913	-119.19635	72	(Q36330215) Wikimedia location map template	Q36330215	#0044ff	wiki
10.357233	-124.821495	159	(Q14204246) Wikimedia project page	Q14204246	#3cffba	wiki
17.974773	-106.452965	347	(Q22808320) Wikimedia human name disambiguation page	Q22808320	#d10000	wiki
32.19798	-122.73502	311	(Q59542487) Wikimedia set category	Q59542487	#ff4a00	wiki
35.713238	22.518559	235	(Q80096233) information list	Q80096233	#e4ff13	wiki
28.269093	-123.17834	311	(Q4663903) Wikimedia portal	Q4663903	#ff4a00	wiki
30.615168	-121.57166	311	(Q11266439) Wikimedia template, (Q17146139) Wikimedia route diagram	Q11266439, Q17146139	#ff4a00	wiki
30.817362	-125.29299	311	(Q15647814) Wikimedia administration category	Q15647814	#ff4a00	wiki
33.513668	-141.22034	155	(Q17362920) Wikimedia duplicated page	Q17362920	#36ffc1	wiki
4.7969966	-116.37913	72	(Q11753321) Wikimedia navigational template	Q11753321	#0044ff	wiki
7.0832324	-119.344124	72	(Q19887878) Wikimedia infobox template	Q19887878	#0044ff	wiki
5.9207044	-115.803665	72	(Q19842659) Wikimedia user language template	Q19842659	#0044ff	wiki
28.815193	-125.62081	311	(Q13331174) Wikimedia navboxes category	Q13331174	#ff4a00	wiki
12.928797	-118.5589	289	(Q15623926) Wikimedia set index article	Q15623926	#ff8200	wiki
6.2051835	-115.500244	72	(Q20010800) Wikimedia user language category	Q20010800	#0044ff	wiki
9.414425	-122.72897	362	(Q56428020) Wikimedia lists category	Q56428020	#a40000	wiki
25.335997	-124.92124	23	(Q15184295) Wikimedia module	Q15184295	#0000c4	wiki
9.080158	-123.992226	362	(Q16695773) WikiProject	Q16695773	#a40000	wiki
12.357042	-117.921165	289	(Q17633526) Wikinews article	Q17633526	#ff8200	wiki
7.904297	-122.36073	362	(Q59191021) Wikimedia albums discography	Q59191021	#a40000	wiki
-16.790922	-33.006577	254	(Q24574745) Commons category	Q24574745	#ffdb00	wiki
33.164787	-140.17496	155	(Q21286738) Wikimedia permanent duplicate item	Q21286738	#36ffc1	wiki
2.969216	-129.25275	299	(Q19692233) Wikimedia list of persons	Q19692233	#ff6800	wiki
24.022223	-123.91567	23	(Q21278897) Wiktionary redirect	Q21278897	#0000c4	wiki
11.854125	-124.16171	159	(Q104696061) Wikibooks page	Q104696061	#3cffba	wiki
9.368932	-125.86047	159	(Q26267864) Wikimedia KML file	Q26267864	#3cffba	wiki
-16.801847	-33.011402	254	(Q21167233) Commons gallery	Q21167233	#ffdb00	wiki
25.0155	-125.88643	23	(Q6805426) MediaWiki extension	Q6805426	#0000c4	wiki
2.975129	-129.25111	299	(Q58408484) Wikimedia list of persons by surname	Q58408484	#ff6800	wiki
33.11438	-140.01576	155	(Q21286738) Wikimedia permanent duplicate item, (Q4167836) Wikimedia category	Q21286738, Q4167836	#36ffc1	wiki
15.87218	-137.72713	198	(Q20088085) dictionary page in Wikipedia	Q20088085	#94ff63	wiki
-3.429472	-9.288596	170	(Q4592255) Project:Subpages	Q4592255	#56ffa0	wiki
53.082405	-32.66165	188	(Q47461344) written work	Q47461344	#7dff7a	written work
-3.1547763	27.632893	76	(Q7725634) literary work	Q7725634	#0050ff	written work
36.196064	17.297146	235	(Q1110794) daily newspaper	Q1110794	#e4ff13	written work
44.437492	69.90864	179	(Q277759) book series	Q277759	#6aff8d	written work
-3.8928392	28.747475	76	(Q378427) literary award	Q378427	#0050ff	written work
98.73949	-99.193115	195	(Q14406742) comic book series	Q14406742	#8dff6a	written work
33.303875	30.610752	272	(Q571) book	Q571	#ffab00	written work
52.19603	-32.04115	188	(Q87167) manuscript	Q87167	#7dff7a	written work
27.58758	166.17029	98	(Q5185279) poem	Q5185279	#008cff	written work
39.653896	-20.900703	139	(Q1002697) periodical	Q1002697	#13fce4	written work
102.14863	-91.20882	68	(Q1279564) short story collection	Q1279564	#0038ff	written work
35.7609	31.31781	56	(Q8261) novel	Q8261	#0018ff	written work
102.53543	-91.330475	68	(Q49084) short story	Q49084	#0038ff	written work
31.617023	30.50352	272	(Q2085381) publisher	Q2085381	#ffab00	written work
6.3924747	45.202457	206	(Q19776628) Latin-script letter	Q19776628	#a7ff50	written work
-2.5463068	26.71084	76	(Q5185279) poem, (Q7725634) literary work	Q5185279, Q7725634	#0050ff	written work
95.54046	-98.35922	195	(Q1004) comics	Q1004	#8dff6a	written work
48.266144	20.129772	189	(Q3331189) version, edition, or translation	Q3331189	#80ff77	written work
34.78573	30.262907	56	(Q1980247) chapter	Q1980247	#0018ff	written work
28.224981	166.92245	98	(Q482) poetry	Q482	#008cff	written work
41.280354	39.755188	181	(Q19389637) biographical article	Q19389637	#6dff8a	written work
41.542908	38.503124	181	(Q13433827) encyclopedic article	Q13433827	#6dff8a	written work
27.82298	166.75058	98	(Q482) poetry, (Q5185279) poem	Q482, Q5185279	#008cff	written work
48.570827	19.750725	189	(Q39811647) translated work	Q39811647	#80ff77	written work
29.72657	-50.045223	348	(Q20540385) non-fiction book	Q20540385	#cd0000	written work
47.700325	20.831749	189	(Q1302249) cross-reference	Q1302249	#80ff77	written work
7.6366315	45.226486	206	(Q133492) letter	Q133492	#a7ff50	written work
32.152454	30.770504	272	(Q1320047) book publisher, (Q2085381) publisher	Q1320047, Q2085381	#ffab00	written work
54.728302	-33.85816	188	(Q10870555) report	Q10870555	#7dff7a	written work
